,तावद्द्वयस,a,ap----a--a,,,,/t̪ɑː.ˈʋəd̪.d̪ʋə.jə.sə/,तावद्-द्वयस,0
380591,56223,उदस्थाली,n,n-----f--ī,,,,/.ˈd̪əs.t̪ʰɑː.liː/,उद-स्थाली॔,0
380592,56222,उदस्थान,n,n-----n--a,,,,/.ˈd̪əs.t̪ʰɑː.nə/,उद-स्थान,0
380593,56221,उदस्तोक,n,n-----m--a,,,,/.ˈd̪əs.t̪oː.kə/,उद-स्तोक॔,0
380594,56425,उदस्तात्,r,rp--------,,,,/.ˈd̪əs.t̪ɑːt̪/,उदस्तात्,0
380595,56180,उदतन्तु,n,n-----m--u,,,,/.d̪ə.t̪ən.t̪u/,उद-तन्तु,0
380596,56181,उदतौलिक,n,n-----m--a,,,,/.d̪ə.ˈt̪əौ.li.kə/,उद-तौलिक,0
380597,56228,उदौदन,n,n-----m--a,,,,/.ˈd̪əौ.d̪ə.nə/,उदौदन,0
380598,56413,उदवग्रह,a,ap----a--a,,,,/.d̪ə.ˈʋəg.ɹə.ɦə/,उद्-अवग्रह,0
380599,56207,उदवज्र,n,n-----m--a,,,,/.d̪ə.ˈʋəd͡ʑ.ɹə/,उद-वज्र,0
380600,56419,उदवसित,n,n-----n--a,,,,/.d̪ə.ʋə.si.t̪ə/,उद्-अवसित,0
380601,,उदवसो,v,v----a--4-,,,,/.d̪ə.ʋə.soː/,उद्-अव-सो,0
380602,56415,उदवसान,n,n-----n--a,,,,/.d̪ə.ʋə.sɑː.nə/,उद्-अवसान,0
380603,56416,उदवसानीय,a,ap----a--a,,,,/.d̪ə.ʋə.sɑː.niː.jə/,उदवसानी॔य,0
380604,56417,उदवसानीया,n,n-----f--ā,,,,/.d̪ə.ʋə.sɑː.niː.jɑː/,उदवसानी॔या,0
380605,56414,उदवसातृ,n,n-----m--r,,,,/.d̪ə.ʋə.sɑː.t̪ɹ̩/,उद्-अवसातृ,0
380606,56215,उदव्रज,n,n-----m--a,,,,/.ˈd̪əʋ.ɹə.d͡ʑə/,उद-व्रज,0
380607,56211,उदवाह,n,n-----m--a,,,,/.d̪ə.ʋɑː.ɦə/,उद-वाह॔,0
380608,56212,उदवाहन,a,ap----a--a,,,,/.d̪ə.ʋɑː.ɦə.nə/,उद-वाहन,0
380609,56213,उदवाहन,n,n-----n--a,,,,/.d̪ə.ʋɑː.ɦə.nə/,उद-वाहन,0
380611,56209,उदवास,n,n-----n--a,,,,/.d̪ə.ʋɑː.sə/,उद-वास,0
380612,,उदवासिन्,a,ap----a--n,,,,/.d̪ə.ʋɑː.sin/,उद-वासिन्,0
380613,56214,उदवीवध,n,n-----m--a,,,,/.d̪ə.ʋiː.ʋə.d̪ʰə/,उद-वीवध,0
380614,56494,उदय,n,n-----m--a,,,,/.d̪ə.jə/,उद्-अय॔,0
380615,56502,उदयधवल,n,n-----m--a,,,,/.d̪ə.jə.d̪ʰə.ʋə.lə/,उद्-अय॔-धवल,0
380616,56496,उदयगिरि,n,n-----m--i,,,,/.d̪ə.jə.gi.ɹi/,उद्-अय॔-गिरि,0
380617,56497,उदयगुप्त,n,n-----m--a,,,,/.d̪ə.jə.ˈgup.t̪ə/,उद्-अय॔-गुप्त,0
380618,56498,उदयजित्,n,n-----m--c,,,,/.d̪ə.jə.d͡ʑit̪/,उद्-अय॔-जित्,0
380619,56499,उदयज्या,n,n-----f--ā,,,,/.d̪ə.ˈjəd͡ʑ.jɑː/,उद्-अय॔-ज्या,0
380620,56495,उदयकर,n,n-----m--a,,,,/.d̪ə.jə.kə.ɹə/,उद्-अय॔-कर,0
380621,56523,उदयन,n,n-----n--a,,,,/.d̪ə.jə.nə/,उद्-अ॔यन,0
380622,56524,उदयन,n,n-----m--a,,,,/.d̪ə.jə.nə/,उद्-अ॔यन,0
380623,56525,उदयनचरित,n,n-----n--a,,,,/.d̪ə.jə.nə.t͡ɕə.ɹi.t̪ə/,उद्-अ॔यन-चरित,0
380624,56526,उदयनतस्,r,rp--------,,,,/.d̪ə.jə.nə.t̪əs/,उद्-अ॔यन-तस्,0
380625,56528,उदयनोपाधि,n,n-----m--i,,,,/.d̪ə.jə.noː.pɑː.d̪ʰi/,उदयनोपाधि,0
380626,56527,उदयनाचार्य,n,n-----m--a,,,,/.d̪ə.jə.nɑː.t͡ɕɑːɹ.jə/,उदयनाचार्य,0
380627,56529,उदयनीय,a,ap----a--a,,,,/.d̪ə.jə.niː.jə/,उदयनी॔य,0
380628,,उदयपर्वत,n,n-----m--a,,,,/.d̪ə.jə.ˈpəɹ.ʋə.t̪ə/,उद्-अय॔-पर्वत,0
380629,,उदयप्रस्थ,n,n-----m--a,,,,/.d̪ə.ˈjəp.ˈɹəs.t̪ʰə/,उद्-अय॔-प्रस्थ,0
380630,56506,उदयप्राण,n,n-----m--a,,,,/.d̪ə.ˈjəp.ɹɑː.ɳə/,उद्-अय॔-प्राण,0
380631,56504,उदयपुर,n,n-----n--a,,,,/.d̪ə.jə.pu.ɹə/,उद्-अय॔-पुर,0
380632,56509,उदयर्क्ष,n,n-----n--a,,,,/.d̪ə.ˈjəɹk.ʂə/,उद्-अय॔-र्क्ष,0
380633,56507,उदयराज,n,n-----m--a,,,,/.d̪ə.jə.ɹɑː.d͡ʑə/,उद्-अय॔-राज,0
380634,56508,उदयराशि,n,n-----m--i,,,,/.d̪ə.jə.ɹɑː.ɕi/,उद्-अय॔-राशि,0
380635,56513,उदयसिंह,n,n-----m--a,,,,/.d̪ə.jə.ˈsĩ.ɦə/,उद्-अय॔-सिंह,0
380636,56500,उदयतट,n,n-----m--a,,,,/.d̪ə.jə.t̪ə.ʈə/,उद्-अय॔-तट,0
380637,56501,उदयतुङ्ग,n,n-----m--a,,,,/.d̪ə.jə.t̪uŋ.gə/,उद्-अय॔-तुङ्ग,0
380638,,उदयवर्मन्,n,n-----m--n,,,,/.d̪ə.jə.ˈʋəɹ.mən/,उद्-अय-वर्मन्,0
380639,56510,उदयवत्,a,ap----a--c,,,,/.d̪ə.jə.ʋət̪/,उद्-अय॔-वत्,0
380640,56511,उदयवती,n,n-----f--ī,,,,/.d̪ə.jə.ʋə.t̪iː/,उद्-अय॔-वती,0
380641,,उदयशैल,n,n-----m--a,,,,/.d̪ə.jə.ɕɑːi.lə/,उद्-अय॔-शैल,0
380642,56532,उदयिभद्र,n,n-----m--a,,,,/.d̪ə.ji.ˈbʱəd̪.ɹə/,उदयि-भद्र,0
380643,56530,उदयिन्,a,ap----a--n,,,,/.d̪ə.jin/,उद्-अ-यिन्,0
380644,56530,उदयिन्,a,ap----a--n,,,,/.d̪ə.jin/,उदयिन्,0
380645,56531,उदयिन्,n,n-----m--n,,,,/.d̪ə.jin/,उदयिन्,0
380646,56521,उदयोन्मुख,a,ap----a--a,,ap----f--ī=>ी,,/.d̪ə.joːn.mu.kʰə/,उदयोन्मुख,0
380647,,उदयोर्वीभृत्,n,n-----m--c,,,,/.d̪ə.joːɹ.ʋiː.bʱɹ̩t̪/,उदयोर्वी-भृत्,0
380648,,उदयाचल,n,n-----m--a,,,,/.d̪ə.jɑː.t͡ɕə.lə/,उदयाचल,0
380649,56516,उदयादित्य,n,n-----m--a,,,,/.d̪ə.jɑː.ˈd̪it̪.jə/,उदयादित्य,0
380650,,उदयाद्रि,n,n-----m--i,,,,/.d̪ə.jɑːd̪.ɹi/,उदयाद्रि,0
380651,,उदयान्त,a,ap----a--a,,,,/.d̪ə.jɑːn.t̪ə/,उदयान्त,0
380652,56518,उदयान्तर,n,n-----n--a,,,,/.d̪ə.jɑːn.t̪ə.ɹə/,उदयान्तर,0
380653,,उदयास्तमय,n,n-----m--a,,,,/.d̪ə.jɑːs.t̪ə.mə.jə/,उद्-अ-यास्तमय,0
380654,,उदयासु,n,n-----m--u,,,,/.d̪ə.jɑː.su/,उदयासु,0
380655,56519,उदयाश्व,n,n-----m--a,,,,/ud̪əjɑːɕʋə/,उदयाश्व,0
380656,,उदञ्च्,v,v----a--1- v----d--1- v----a--0- v----d--0-,,,,/.d̪əɲt͡ɕ/,उद्-अञ्च्,0
380657,166381,उदञ्च्,a,ap----a--c,,,,/.d̪əɲt͡ɕ/,उदञ्च्,0
380658,56349,उदञ्चन,n,n-----n--a,,,,/.d̪əɲ.t͡ɕə.nə/,उद्-अ॔ञ्चन,0
380659,56350,उदञ्चित,a,ap----a--a,,,,/.d̪əɲ.t͡ɕi.t̪ə/,उद्-अञ्चित,0
380660,56351,उदञ्चु,n,n-----m--u,,,,/.d̪əɲ.t͡ɕu/,उद्-अञ्चु,0
380661,,उदञ्ज्,v,v----a--7- v----d--7-,,,,/.d̪əɲd͡ʑ/,उद्-अञ्ज्,0
380662,56357,उदञ्जलि,a,ap----a--i,,,,/.d̪əɲ.d͡ʑə.li/,उद्-अञ्जलि,0
380663,56358,उदञ्जि,a,ap----a--i,,,,/.d̪əɲ.d͡ʑi/,उ॔द्-अञ्जि,0
380664,,उदश्,v,v----a----,,,,/.d̪əɕ/,उद्-अश्,0
380665,,उदशराव,n,n-----m--a,,,,/.d̪ə.ɕə.ɹɑː.ʋə/,उद-शराव,0
380666,56218,उदशोचा,n,n-----f--ā,,,,/.d̪ə.ɕoː.t͡ɕɑː/,उद-शोचा,0
380668,,उदश्रयण,n,n-----n--a,,,,/ud̪əɕɹəjəɳə/,उदश्रयण,0
380669,56420,उदश्रु,a,ap----a--u,,,,/ud̪əɕɹu/,उद्-अश्रु,0
380670,,उदश्रु,r,rp--------,,,,/ud̪əɕɹu/,उद्-अश्रु,0
380671,56217,उदशुद्ध,n,n-----m--a,,,,/.d̪ə.ˈɕud̪.d̪ʰə/,उद-शुद्ध,0
380672,,उदश्विद्वत्,a,ap----a--c,,,,/ud̪əɕʋid̪ʋət̪/,उद-श्वि॔द्-वत्,0
380673,56219,उदश्वित्,n,n-----n--c,,,,/ud̪əɕʋit̪/,उद-श्वि॔त्,0
380674,56313,उदङ्गुलीक,a,ap----a--a,,,,/.d̪əŋ.gu.liː.kə/,उद्-अङ्गुलीक,0
380675,56346,उदङ्क,n,n-----m--a,,,,/.d̪əŋ.kə/,उद्-अङ्क॔,0
380678,56348,उदङ्क्य,n,n-----m--a,,,,/.d̪əŋ.kjə/,उदङ्क्य,0
380679,56347,उदङ्की,n,n-----f--ī,,,,/.d̪əŋ.kiː/,उद्-अङ्की,0
380680,56344,उदङ्मुख,a,ap----a--a,,ap----f--ī=>ी,,/.d̪əŋ.mu.kʰə/,उदङ्-मुख,0
380681,,उदङ्मृत्तिक,n,n-----m--a,,,,/.d̪əŋ.ˈmɹ̩t̪.t̪i.kə/,उदङ्-मृत्तिक,0
380682,56343,उदङीष,a,ap----a--a,,,,/.d̪ə.ŋiː.ʂə/,उदङ्-ईष,0
380683,56359,उदण्डपाल,a,ap----a--a,,,,/.ˈd̪əɳ.ɖə.pɑː.lə/,उद्-अण्ड-पाल,0
380684,,उद्बद्ध,a,ap----a--a,,,,/d̪.ˈbəd̪.d̪ʰə/,उद्-बद्ध,0
380685,56823,उद्बल,a,ap----a--a,,,,/d̪.bə.lə/,उद्-बल,0
380686,,उद्बन्ध्,v,v----a--9- v----d--9- v----a--1- v----d--1- v----a--4- v----d--4-,,,,/d̪.bənd̪ʰ/,उद्-बन्ध्,0
380687,56821,उद्बन्ध,a,ap----a--a,,,,/d̪.bən.d̪ʰə/,उद्-बन्ध,0
380688,56817,उद्बन्ध,n,n-----m--a,,,,/d̪.bən.d̪ʰə/,उद्-बन्ध,0
380690,56819,उद्बन्धन,n,n-----n--a,,,,/d̪.bən.d̪ʰə.nə/,उद्बन्धन,0
380691,56818,उद्बन्धन,a,ap----a--a,,ap----f--ī=>ी,,/d̪.bən.d̪ʰə.nə/,उद्बन्धन,0
380692,56820,उद्बन्धुक,a,ap----a--a,,,,/d̪.bən.d̪ʰu.kə/,उद्-ब॔न्धुक,0
380693,,उद्बर्हिस्,a,ap----a-si,,,,/d̪.ˈbəɹ.ɦis/,उद्-बर्हिस्,0
380694,56834,उद्भग्न,a,ap----a--a,,,,/d̪.ˈbʱəg.nə/,उद्-भग्न,0
380695,,उद्भर्त्स्,v,v----d--0- v----a--0- v----a--1-,,,,/d̪.bʱəɹt̪s/,उद्-भर्त्स्,0
380696,56839,उद्भस,n,n-----m--a,,,,/d̪.bʱə.sə/,उद्भस,0
380697,56856,उद्भव,n,n-----m--a,,,,/d̪.bʱə.ʋə/,उद्-भव,0
380698,,उद्भवकर,a,ap----a--a,,,,/d̪.bʱə.ʋə.kə.ɹə/,उद्-भव-कर,0
380699,,उद्भवकोशक,n,n-----m--a,,,,/d̪.bʱə.ʋə.koː.ɕə.kə/,उद्-भव-कोशक,0
380700,56859,उद्भवक्षेत्र,n,n-----n--a,,,,/d̪.bʱə.ˈʋək.ʂeːt̪.ɹə/,उद्-भव-क्षेत्र,0
380701,,उद्भञ्ज्,v,v----a--0-,,,,/d̪.bʱəɲd͡ʑ/,उद्-भञ्ज्,0
380702,56835,उद्भङ्ग,n,n-----m--a,,,,/d̪.bʱəŋ.gə/,उद्-भङ्ग,0
380705,56836,उद्भट,a,ap----a--a,,,,/d̪.bʱə.ʈə/,उद्भट,0
380706,56837,उद्भट,n,n-----m--a,,,,/d̪.bʱə.ʈə/,उद्भट,0
380707,56838,उद्भटत्व,n,n-----n--a,,,,/d̪.bʱə.ˈʈət̪.ʋə/,उद्भट-त्व,0
380708,56854,उद्भेद,n,n-----m--a,,,,/d̪.bʱeː.d̪ə/,उद्-भेद,0
380709,56855,उद्भेदन,n,n-----n--a,,,,/d̪.bʱeː.d̪ə.nə/,उद्-भेदन,0
380710,56846,उद्भिद्,a,ap----a--c,,,,/d̪.bʱid̪/,उद्-भि॔द्,0
380712,,उद्भिद्,v,v----a--7- v----d--7- v----a--1-,,,,/d̪.bʱid̪/,उद्-भिद्,0
380714,56847,उद्भिद्,n,n-----m--c,,,,/d̪.bʱid̪/,उद्-भि॔द्,0
380715,56848,उद्भिद्,n,n-----f--c,,,,/d̪.bʱid̪/,उद्-भि॔द्,0
380718,56850,उद्भिद,a,ap----a--a,,,,/d̪.bʱi.d̪ə/,उद्-भिद,0
380720,56851,उद्भिद,n,n-----m--a,,,,/d̪.bʱi.d̪ə/,उद्-भिद,0
380721,56852,उद्भिद,n,n-----n--a,,,,/d̪.bʱi.d̪ə/,उद्-भिद,0
380722,56849,उद्भिद्विद्या,n,n-----f--ā,,,,/d̪.ˈbʱid̪.ˈʋid̪.jɑː/,उद्-भि॔द्-विद्या,0
380723,56845,उद्भिज्ज,a,ap----a--a,,,,/d̪.ˈbʱid͡ʑ.d͡ʑə/,उद्-भिज्-ज,0
380724,56853,उद्भिन्न,a,ap----a--a,,,,/d̪.bʱin.nə/,उ॔द्-भिन्न,0
380725,,उद्भ्रम्,v,v----a--1- v----a--4-,,,,/d̪.bʱɹəm/,उद्-भ्रम्,0
380726,56871,उद्भ्रम,n,n-----m--a,,,,/d̪.bʱɹə.mə/,उद्-भ्रम,0
380727,56872,उद्भ्रमण,n,n-----n--a,,,,/d̪.bʱɹə.mə.ɳə/,उद्-भ्रमण,0
380729,56874,उद्भ्रान्त,n,n-----n--a,,,,/d̪.bʱɹɑːn.t̪ə/,उद्-भ्रान्त,0
380730,,उद्भ्रान्त,a,ap----a--a,,,,/d̪.bʱɹɑːn.t̪ə/,उद्-भ्रान्त,0
380732,56876,उद्भ्रान्तक,n,n-----n--a,,,,/d̪.bʱɹɑːn.t̪ə.kə/,उद्भ्रान्तक,0
380733,56875,उद्भ्रान्तक,a,ap----a--a,,,,/d̪.bʱɹɑːn.t̪ə.kə/,उद्भ्रान्तक,0
380734,,उद्भ्रू,a,ap----a--ū,,,,/d̪.bʱɹuː/,उद्-भ्रू,0
380735,,उद्भुज,a,ap----a--a,,,,/d̪.bʱu.d͡ʑə/,उद्-भुज,0
380736,160255,उद्भा,v,v----a--2-,,,,/d̪.bʱɑː/,उद्-भा,0
380737,160256,उद्भास्,v,v----d--1- v----a--1-,,,,/d̪.bʱɑːs/,उद्-भास्,0
380738,56840,उद्भास,n,n-----m--a,,,,/d̪.bʱɑː.sə/,उद्-भास,0
380739,56841,उद्भासवत्,a,ap----a--c,,,,/d̪.bʱɑː.sə.ʋət̪/,उद्-भास-वत्,0
380740,56843,उद्भासिन्,a,ap----a--n,,,,/d̪.bʱɑː.sin/,उद्भासिन्,0
380741,,उद्भासित,a,ap----a--a,,,,/d̪.bʱɑː.si.t̪ə/,उद्-भासित,0
380742,56844,उद्भासुर,a,ap----a--a,,,,/d̪.bʱɑː.su.ɹə/,उद्-भासुर,0
380743,56860,उद्भाव,n,n-----m--a,,,,/d̪.bʱɑː.ʋə/,उद्-भाव,0
380744,56861,उद्भावन,n,n-----n--a,,,,/d̪.bʱɑː.ʋə.nə/,उद्-भावन,0
380745,56862,उद्भावयितृ,a,ap----a--r,,,,/d̪.bʱɑː.ʋə.ji.t̪ɹ̩/,उद्-भावयितृ,0
380746,56864,उद्भाविन्,a,ap----a--n,,,,/d̪.bʱɑː.ʋin/,उद्भाविन्,0
380747,,उद्भावित,a,ap----a--a,,,,/d̪.bʱɑː.ʋi.t̪ə/,उद्-भावित,0
380748,221203,उद्भू,a,ap----a--ū,,ap----f--ī=>भ्वी,,/d̪.bʱuː/,उद्-भू,0
380749,,उद्भू,v,v----a--1- v----d--1-,,,,/d̪.bʱuː/,उद्-भू,0
380750,,उद्भूत,a,ap----a--a,,,,/d̪.bʱuː.t̪ə/,उद्-भूत,0
380751,56867,उद्भूतरूप,n,n-----n--a,,,,/d̪.bʱuː.t̪ə.ɹuː.pə/,उद्-भूत-रूप,0
380752,56868,उद्भूतरूप,a,ap----a--a,,,,/d̪.bʱuː.t̪ə.ɹuː.pə/,उद्-भूत-रूप,0
380753,56869,उद्भूतस्पर्शवत्,a,ap----a--c,,,,/d̪.bʱuː.ˈt̪əs.pə.ɹɕə.ʋət̪/,उद्-भूत-स्पर्श-वत्,0
380754,56866,उद्भूतत्व,n,n-----n--a,,,,/d̪.bʱuː.ˈt̪ət̪.ʋə/,उद्-भूत-त्व,0
380755,56870,उद्भूति,n,n-----f--i,,,,/d̪.bʱuː.t̪i/,उद्-भूति,0
380756,,उद्भृ,v,v----a--1- v----d--1- v----a--3- v----d--3- v----a--2- v----d--2-,,,,/d̪.bʱɹ̩/,उद्-भृ,0
380757,56826,उद्बिल,a,ap----a--a,,,,/d̪.bi.lə/,उद्-बिल,0
380758,56830,उद्बोध,n,n-----m--a,,,,/d̪.boː.d̪ʰə/,उद्-बोध,0
380759,56831,उद्बोधक,a,ap----a--a,,,,/d̪.boː.d̪ʰə.kə/,उद्-बोधक,0
380760,56832,उद्बोधन,n,n-----n--a,,,,/d̪.boː.d̪ʰə.nə/,उद्-बोधन,0
380761,,उद्ब्रू,v,v----a--2- v----d--2-,,,,/d̪.bɹuː/,उद्-ब्रू,0
380762,56827,उद्बुद्बुद,a,ap----a--a,,,,/d̪.ˈbud̪.bu.d̪ə/,उद्-बुद्बुद,0
380763,56828,उद्बुद्ध,a,ap----a--a,,,,/d̪.ˈbud̪.d̪ʰə/,उद्-बुद्ध,0
380764,56829,उद्बुद्धसंस्कार,n,n-----m--a,,,,/d̪.ˈbud̪.d̪ʰə.ˈsə̃s.kɑː.ɹə/,उद्-बुद्ध-संस्कार,0
380765,,उद्बुध्,v,v----a--1- v----d--1- v----d--4- v----a--4-,,,,/d̪.bud̪ʰ/,उद्-बुध्,0
380767,,उद्बाध्,v,v----d--1- v----a--1-,,,,/d̪.bɑːd̪ʰ/,उद्-बाध्,0
380768,56824,उद्बाहु,a,ap----a--u,,,,/d̪.bɑː.ɦu/,उ॔द्-बाहु,0
380769,56825,उद्बाहुक,a,ap----a--a,,,,/d̪.bɑː.ɦu.kə/,उद्-बाहुक,0
380770,56833,उद्बृंहण,a,ap----a--a,,,,/d̪.ˈbɹ̩̃.ɦə.ɳə/,उद्-बृंहण,0
380771,,उद्दल्,v,v----a--1-,,,,/d̪.d̪əl/,उद्-दल्,0
380772,56661,उद्दल,n,n-----m--a,,,,/d̪.d̪ə.lə/,उद्-दल,0
380773,56662,उद्दलन,a,ap----a--a,,,,/d̪.d̪ə.lə.nə/,उद्-दलन,0
380774,56663,उद्दलन,n,n-----n--a,,,,/d̪.d̪ə.lə.nə/,उद्-दलन,0
380775,,उद्दम्,v,v----a--4- v----d--9-,,,,/d̪.d̪əm/,उद्-दम्,0
380776,56659,उद्दम,n,n-----m--a,,,,/d̪.d̪ə.mə/,उद्-दम,0
380777,56658,उद्दन्तुर,a,ap----a--a,,,,/d̪.d̪ən.t̪u.ɹə/,उद्-दन्तुर,0
380778,56712,उद्दर्शन,n,n-----m--a,,,,/d̪.d̪ə.ɹɕə.nə/,उद्-दर्शन,0
380779,56713,उद्दर्शित,a,ap----a--a,,,,/d̪.d̪ə.ɹɕi.t̪ə/,उद्-दर्शित,0
380780,56653,उद्दंश,n,n-----m--a,,,,/d̪.d̪ə.̃ɕə/,उद्-दंश,0
380781,56654,उद्दण्ड,a,ap----a--a,,,,/d̪.ˈd̪əɳ.ɖə/,उद्-दण्ड,0
380782,56655,उद्दण्ड,n,n-----m--a,,,,/d̪.ˈd̪əɳ.ɖə/,उद्-दण्ड,0
380783,,उद्दण्डकवि,n,n-----m--i,,,,/d̪.ˈd̪əɳ.ɖə.kə.ʋi/,उद्दण्ड-कवि,0
380784,56656,उद्दण्डपाल,n,n-----m--a,,,,/d̪.ˈd̪əɳ.ɖə.pɑː.lə/,उद्-दण्ड-पाल,0
380785,,उद्दण्डरङ्गनाथ,n,n-----m--a,,,,/d̪.ˈd̪əɳ.ɖə.ɹəŋ.gə.nɑː.t̪ʰə/,उद्दण्ड-रङ्ग-नाथ,0
380786,56657,उद्दण्डित,a,ap----a--a,,,,/d̪.ˈd̪əɳ.ɖi.t̪ə/,उद्-दण्डित,0
380787,,उद्देह,n,n-----m--a,,,,/d̪.d̪eː.ɦə/,उद्-देह,0
380788,56699,उद्देहिक,n,n-----m--a,,,,/d̪.d̪eː.ɦi.kə/,उद्-देहिक,0
380789,56700,उद्देहिका,n,n-----f--ā,,,,/d̪.d̪eː.ɦi.kɑː/,उद्-देहिका,0
380790,56683,उद्देश,n,n-----m--a,,,,/d̪.d̪eː.ɕə/,उद्-देश,0
380791,56688,उद्देशक,a,ap----a--a,,,,/d̪.d̪eː.ɕə.kə/,उद्-देशक,0
380794,56689,उद्देशक,n,n-----m--a,,,,/d̪.d̪eː.ɕə.kə/,उद्-देशक,0
458565,,गूथ,-,,,,,/guː.t̪ʰə/,गूथ,0
380795,,उद्देशकवृक्ष,n,n-----m--a,,,,/d̪.d̪eː.ɕə.kə.ˈʋɹ̩k.ʂə/,उद्-देशक-वृक्ष,0
380796,56691,उद्देशन,n,n-----n--a,,,,/d̪.d̪eː.ɕə.nə/,उद्-देशन,0
380797,56685,उद्देशपादप,n,n-----m--a,,,,/d̪.d̪eː.ɕə.pɑː.d̪ə.pə/,उद्-देश-पादप,0
380798,56684,उद्देशतस्,r,rp--------,,,,/d̪.d̪eː.ɕə.t̪əs/,उद्-देश-तस्,0
380799,56686,उद्देशविधेयविचार,n,n-----m--a,,,,/d̪.d̪eː.ɕə.ʋi.d̪ʰeː.jə.ʋi.t͡ɕɑː.ɹə/,उद्-देश-विधेय-विचार,0
380800,,उद्देशवृक्ष,n,n-----m--a,,,,/d̪.d̪eː.ɕə.ˈʋɹ̩k.ʂə/,उद्-देश-वृक्ष,0
380801,,उद्देशेन,r,rp--------,,,,/d̪.d̪eː.ɕeː.nə/,उद्-देशेन,0
380802,56692,उद्देशिन्,a,ap----a--n,,,,/d̪.d̪eː.ɕin/,उद्-देशिन्,0
380803,56694,उद्देश्य,n,n-----n--a,,,,/ud̪d̪eːɕjə/,उद्-देश्य,0
380804,56693,उद्देश्य,a,ap----a--a,,,,/ud̪d̪eːɕjə/,उद्-देश्य,0
380805,56696,उद्देश्यक,a,ap----a--a,,,,/ud̪d̪eːɕjəkə/,उद्देश्यक,0
380806,,उद्देश्यपादप,n,n-----m--a,,,,/ud̪d̪eːɕjəpɑːd̪əpə/,उद्-देश्य-पादप,0
380807,,उद्देश्यविधेयबोधस्थलीयविचार,n,n-----m--a,,,,/ud̪d̪eːɕjəʋid̪ʰeːjəboːd̪ʰəst̪ʰəliːjəʋit͡ɕɑːɹə/,उद्देश्य-विधेय-बोध-स्थलीय-विचार,0
380808,,उद्देशात्,r,rp--------,,,,/d̪.d̪eː.ɕɑːt̪/,उद्-देशात्,0
380809,56697,उद्देष्टृ,a,ap----a--r,,,,/d̪.d̪eːʂ.ʈɹ̩/,उद्-देष्टृ,0
