id,offset,pos,language,gloss,semfield
104024,00128951,n,10,"the act of putting one one thing or person in the place of another: ""he sent Smith in for Jones but the substitution came too late to help",
104025,00129213,n,10,the act of furnishing an equivalent person or thing in the place of another,
104026,00129412,n,10,replacing a pitcher in baseball,
104027,00129505,n,10,act of replacing one person or thing by another especially one held to be superior,
104028,00129660,n,10,act of taking the place of another especially using underhanded tactics,
104029,00129804,n,10,the substitution of one method of payment for another,
104030,00129915,n,10,the act of substituting other food for the mother's milk in the diet of a child or young mammal,
104031,00130078,n,10,act of raising in rank or position,
104032,00130222,n,10,"the act of preferring: ""the preferment went to the younger candidate""",
104033,00130362,n,10,act of lowering in rank or position,
104034,00130470,n,10,the act of changing something into something different in essential characteristics,
104035,00131083,n,10,the act of making something different (as e.g. the size of a garment),
104036,00131327,n,10,the act of distracting; drawing someone's attention away from something,
104037,00131456,n,10,the act of charging a liquid with a gas making it effervescent,
104038,00131573,n,10,"the act of modification or changing the strength of some idea: ""his new position involves a qualification of his party's platform""",
104039,00131763,n,10,the act of passing from one stage to the next,
104040,00131893,n,10,becoming inflexible or out of date,
104041,00131987,n,10,altering something secretly or improperly,
104042,00132095,n,10,"the act of transfering something from one form to another: ""the transfer of the music from record to tape suppressed much of the background noise""",
104043,00132311,n,10,"the action of opposing something that you disapprove or disagree with: ""he encountered a general feeling of resistance from many citizens""; ""despite opposition from the newspapers he went ahead""",
104044,00132629,n,10,a management action resisting employee's demands; employees are barred from entering the workplace until they agree to terms,1794
104045,00132807,n,10,"doing something in opposition to another way of doing it that you don't like; ""his style of painting was a reaction against cubism""",
104046,00133011,n,10,"an adverse reaction to some political or social occurrence: ""there was a backlash of intolerance""",1718
104047,00133181,n,10,backlash by white racists against black civil rights advances,1718
104048,00133315,n,10,"the act of rejecting something: ""his proposals were met with rejection""",
104049,00133568,n,10,a curt or disdainful rejection,
104050,00133654,n,10,deliberately avoiding,
104051,00133803,n,10,"the act of turning away: ""averting her gaze means that she must be angry with me""",
104052,00133939,n,10,"an avoidance of danger or difficulty: ""that was a narrow escape""",
104053,00134056,n,10,the act of giving something up,
104054,00134222,n,10,abandoning without shelter or protection (as by leaving as infant out in the open),
104055,00134359,n,10,the act of abandoning a party or cause,
104056,00134469,n,10,a sudden abandonment (as from a political party),
104057,00134568,n,10,the act of renouncing,
104058,00134709,n,10,"the act of refusing an offer: ""the turndown was polite but very firm""",
104059,00134849,n,10,the act of forsaking,
104060,00134937,n,10,renunciation of your own interests in favor of the interests of others,
104061,00135125,n,10,the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc.,
104062,00135310,n,10,a group's refusal to have commercial dealings with some organization in protest against its policies,1675
104063,00135464,n,10,the act of banishing someone,
104064,00135654,n,10,the act of expelling a lawyer from the practice of law,
104065,00135765,n,10,the act of expelling someone,
104066,00135937,n,10,the act of excluding someone from society by general consent,
104067,00136053,n,10,the act of excluding someone by a negative vote or veto,
104068,00136174,n,10,the act of expelling a person from their native land,"1802,2768"
104069,00136307,n,10,the act of banishing a member of the Church from the communion of believers and the privileges of the Church,1565
104070,00136477,n,10,"mild banishment; consignment to an inferior position: ""he has been relegated to a post in Siberia""",
104071,00136632,n,10,the act of ejecting someone or forcing them out,
104072,00136760,n,10,the act of deposing someone,
104073,00136859,n,10,a temporary debarment (from a privilege or position etc),1802
104074,00136992,n,10,act of removing from office or employment,1794
104075,00137092,n,10,a vote that blocks a decision,1718
104076,00137190,n,10,indirect veto of legislation by refusing to sign it,1718
104077,00137299,n,10,"the act of ending something: ""the termination of the agreement""",
104078,00137802,n,10,"the act of finishing: ""the speaker's finish was greeted with applause""",
104079,00137955,n,10,(music) the act or manner of terminating a musical phrase or tone,2536
104080,00138106,n,10,a concluding action,
104081,00138296,n,10,the act of finalizing,
104082,00138391,n,10,"carrying something to full completion: ""I appreciated his follow-through on his promise""",
104083,00138540,n,10,the successful completion of a program of study,
104084,00138644,n,10,withdrawal from your position or occupation,
104085,00138780,n,10,"the act of retiring into inactivity: ""he emerged from his hibernation to make his first appearance in several years""",
104086,00138954,n,10,a final appearance or performance before retirement,
104087,00139061,n,10,the act of relinquishing,
104088,00139216,n,10,the act of ceding,
104089,00139314,n,10,"act of relinquishing property or authority etc: ""the handover of occupied territory""",
104090,00139453,n,10,the delivery of a principal into lawful custody,1753
104091,00139574,n,10,the surrender of an accused or convicted person by one state or country to another (usually under the provisions of a statute or treaty),1753
104092,00139768,n,10,a formal written statement of relinquishment,
104093,00139905,n,10,"an act exempting someone: ""he was granted immunity from prosecution""",
104094,00140078,n,10,"an exemption granted after influence (e.g., money) is brought to bear; ""collusion resulted in tax fixes for gamblers""",
104095,00140245,n,10,the termination of a relationship,
104096,00140364,n,10,the termination of a ruler or institution (especially by force),
104097,00140501,n,10,the act of overthrowing a legally constituted government,
104098,00140614,n,10,the termination of a meeting,
104099,00140714,n,10,the act of terminating someone's employment,1753
104100,00140964,n,10,an abrupt and unceremonious dismissal,1753
104101,00141053,n,10,dismissal from office,1753
104102,00141128,n,10,termination by an act of destruction,
104103,00141434,n,10,an act that has disastrous consequences,
104104,00141528,n,10,"the destruction of an enemy plane or ship or tank or missile: ""the pilot reported two kills during the mission""",
104105,00141690,n,10,destruction achieved by wrecking something,
104106,00141831,n,10,complete destruction of a building,
104107,00141958,n,10,destruction by annihilating something,
104108,00142123,n,10,destroying or killing a great proportion of the population (literally every tenth person),
104109,00142269,n,10,annihilation by reducing something to atoms,
104110,00142384,n,10,annihilation by pulverizing something,
104111,00142497,n,10,annihilation by vaporizing something,
104112,00142607,n,10,the act of terminating a life,1675
104113,00143076,n,10,the blow that kills (usually mercifully),1675
104114,00143188,n,10,"the act of killing: ""he had two deaths on his conscience""",
104115,00143297,n,10,the act of killing someone painlessly (especially someone suffering from an incurable illness),1675
104116,00143464,n,10,unlawful killing of a human being without malice,1675
104117,00143589,n,10,unlawful premeditated killing of a human being,1675
104118,00143925,n,10,"the shedding of blood resulting in murder: ""he avenged the blood of his kinsmen""",1675
