7798,सुविनय,a,ap----a--a,,,,/su.ʋi.nə.jə/,सु-विनय,0
368495,,स्वर्गच्युत,a,ap----a--a,,,,/s.ˈʋəɹ.ˈgət͡ɕ.ju.t̪ə/,स्वर्ग॔-च्युत,0
368496,,स्वर्गद,a,ap----a--a,,,,/s.ˈʋəɹ.gə.d̪ə/,स्वर्ग॔-द,0
368497,121716,स्वर्गद्वार,n,n-----n--a,,,,/s.ˈʋəɹ.ˈgəd̪.ʋɑː.ɹə/,स्वर्ग॔-द्वार,0
368498,,स्वर्गद्वारेष्टि,n,n-----f--i,,,,/s.ˈʋəɹ.ˈgəd̪.ʋɑː.ɹeːʂ.ʈi/,स्वर्ग॔-द्वारेष्टि,0
368499,,स्वर्गगमन,n,n-----n--a,,,,/s.ˈʋəɹ.gə.gə.mə.nə/,स्वर्ग॔-गमन,0
368500,,स्वर्गगत,a,ap----a--a,,,,/s.ˈʋəɹ.gə.gə.t̪ə/,स्वर्ग॔-गत,0
368501,121715,स्वर्गगति,n,n-----f--i,,,,/s.ˈʋəɹ.gə.gə.t̪i/,स्वर्ग॔-गति,0
368502,119827,स्वर्गगिरि,n,n-----m--i,,,,/s.ˈʋəɹ.gə.gi.ɹi/,स्वर्ग॔-गिरि,0
368503,,स्वर्गगामिन्,a,ap----a--n,,,,/s.ˈʋəɹ.gə.gɑː.min/,स्वर्ग॔-गामिन्,0
368504,,स्वर्गहेतौ,r,rp--------,,,,/s.ˈʋəɹ.gə.ɦeː.t̪əौ/,स्वर्ग॔-हेतौ,0
368505,,स्वर्गह्वाय,a,ap----a--a,,,,/s.ˈʋəɹ.ˈgəɦ.ʋɑː.jə/,स्वर्ग॔-ह्वाय,0
368506,,स्वर्गजित्,a,ap----a--c,,,,/s.ˈʋəɹ.gə.d͡ʑit̪/,स्वर्ग॔-जित्,0
368507,,स्वर्गजीविन्,a,ap----a--n,,,,/s.ˈʋəɹ.gə.d͡ʑiː.ʋin/,स्वर्ग॔-जीविन्,0
368508,119824,स्वर्गखण्ड,n,n-----n--a,,,,/s.ˈʋəɹ.gə.ˈkʰəɳ.ɖə/,स्वर्ग॔-खण्ड,0
368509,,स्वर्गकाम,a,ap----a--a,,,,/s.ˈʋəɹ.gə.kɑː.mə/,स्वर्ग॔-काम,0
368510,,स्वर्गलोक,a,ap----a--a,,,,/s.ˈʋəɹ.gə.loː.kə/,स्वर्ग॔-लोक,0
368511,,स्वर्गलोक,n,n-----m--a,,,,/s.ˈʋəɹ.gə.loː.kə/,स्वर्ग॔-लोक,0
368512,,स्वर्गलोकेश,n,n-----m--a,,,,/s.ˈʋəɹ.gə.loː.keː.ɕə/,स्वर्ग॔-लोकेश,0
368513,,स्वर्गमन,n,n-----n--a,,,,/s.ˈʋəɹ.gə.mə.nə/,स्व॔र्-गमन,0
368514,119845,स्वर्गमन्दाकिनी,n,n-----f--ī,,,,/s.ˈʋəɹ.gə.mən.d̪ɑː.ki.niː/,स्वर्ग॔-मन्दाकिनी,0
368515,121717,स्वर्गमार्ग,n,n-----m--a,,,,/s.ˈʋəɹ.gə.mɑːɹ.gə/,स्वर्ग॔-मार्ग,0
368516,,स्वर्गमार्गदिदृक्षु,a,ap----a--u,,,,/s.ˈʋəɹ.gə.mɑːɹ.gə.d̪i.ˈd̪ɹ̩k.ʂu/,स्वर्ग॔-मार्ग-दिदृक्षु,0
368517,,स्वर्गनरक,n,n-----n--a,,,,/s.ˈʋəɹ.gə.nə.ɹə.kə/,स्वर्ग॔-नरक,0
368518,119838,स्वर्गपद,n,n-----m--a,,,,/s.ˈʋəɹ.gə.pə.d̪ə/,स्वर्ग॔-पद,0
368519,,स्वर्गपर,a,ap----a--a,,,,/s.ˈʋəɹ.gə.pə.ɹə/,स्वर्ग॔-पर,0
368520,119840,स्वर्गपर्वन्,n,n-----n--n,,,,/s.ˈʋəɹ.gə.ˈpəɹ.ʋən/,स्वर्ग॔-पर्वन्,0
368521,119837,स्वर्गपथ,n,n-----m--a,,,,/s.ˈʋəɹ.gə.pə.t̪ʰə/,स्वर्ग॔-पथ,0
368522,119836,स्वर्गपति,n,n-----m--i,,,,/s.ˈʋəɹ.gə.pə.t̪i/,स्वर्ग॔-पति,0
368523,,स्वर्गप्रद,a,ap----a--a,,,,/s.ˈʋəɹ.ˈgəp.ɹə.d̪ə/,स्वर्ग॔-प्रद,0
368561,121727,स्वर्ग्य,a,ap----a--a,,,,/s.ˈʋəɹ.gjə/,स्वर्ग्य॔,0
368524,,स्वर्गप्रधान,a,ap----a--a,,,,/s.ˈʋəɹ.ˈgəp.ɹə.d̪ʰɑː.nə/,स्वर्ग॔-प्रधान,0
368525,119841,स्वर्गपुरी,n,n-----f--ī,,,,/s.ˈʋəɹ.gə.pu.ɹiː/,स्वर्ग॔-पुरी,0
368526,,स्वर्गरोदह्कुहर,n,n-----m--a,,,,/s.ˈʋəɹ.gə.ɹoː.ˈd̪əh.ku.ɦə.ɹə/,स्वर्ग॔-रोदः-कुहर,0
368527,,स्वर्गराज्य,n,n-----n--a,,,,/s.ˈʋəɹ.gə.ɹɑːd͡ʑ.jə/,स्वर्ग॔-राज्य,0
368528,119855,स्वर्गसद्,n,n-----m--c,,,,/s.ˈʋəɹ.gə.səd̪/,स्वर्ग॔-सद्,0
368529,119857,स्वर्गसरिद्वरा,n,n-----f--ā,,,,/s.ˈʋəɹ.gə.sə.ˈɹid̪.ʋə.ɹɑː/,स्वर्ग॔-सरिद्-वरा,0
368530,119854,स्वर्गसत्त्रप्रयोग,n,n-----m--a,,,,/s.ˈʋəɹ.gə.ˈsət̪.ˈt̪ɹəp.ɹə.joː.gə/,स्वर्ग॔-सत्त्र-प्रयोग,0
368531,,स्वर्गसंक्रम,n,n-----m--a,,,,/s.ˈʋəɹ.gə.səŋ.kɹə.mə/,स्वर्ग॔-संक्रम,0
368532,,स्वर्गसंपादन,a,ap----a--a,,,,/s.ˈʋəɹ.gə.səm.pɑː.d̪ə.nə/,स्वर्ग॔-संपादन,0
368533,119861,स्वर्गस्थ,a,ap----a--a,,,,/s.ˈʋəɹ.ˈgəs.t̪ʰə/,स्वर्ग॔-स्थ,0
368534,,स्वर्गस्थित,a,ap----a--a,,,,/s.ˈʋəɹ.ˈgəs.t̪ʰi.t̪ə/,स्वर्ग॔-स्थित,0
368535,,स्वर्गस्त्री,n,n-----f--ī,,,,/s.ˈʋəɹ.ˈgəs.t̪ɹiː/,स्वर्ग॔-स्त्री,0
368536,,स्वर्गसुख,n,n-----n--a,,,,/s.ˈʋəɹ.gə.su.kʰə/,स्वर्ग॔-सुख,0
368537,,स्वर्गसाधन,a,ap----a--a,,,,/s.ˈʋəɹ.gə.sɑː.d̪ʰə.nə/,स्वर्ग॔-साधन,0
368538,119786,स्वर्गत,a,ap----a--a,,,,/s.ˈʋəɹ.gə.t̪ə/,स्व॔र्-गत,0
368539,119831,स्वर्गतरंगिणी,n,n-----f--ī,,,,/s.ˈʋəɹ.gə.t̪ə.ɹəŋ.gi.ɳiː/,स्वर्ग॔-तरंगिणी,0
368540,,स्वर्गतरु,n,n-----m--u,,,,/s.ˈʋəɹ.gə.t̪ə.ɹu/,स्वर्ग॔-तरु,0
368541,,स्वर्गतर्ष,n,n-----m--a,,,,/s.ˈʋəɹ.gə.ˈt̪əɹ.ʂə/,स्वर्ग॔-तर्ष,0
368542,121696,स्वर्गति,n,n-----f--i,,,,/s.ˈʋəɹ.gə.t̪i/,स्व॔र्-गति,0
368543,119872,स्वर्गौकस्,n,n-----m-sa,,,,/s.ˈʋəɹ.ˈgəौ.kəs/,स्वर्गौकस्,0
368544,119850,स्वर्गवधू,n,n-----f--ū,,,,/s.ˈʋəɹ.gə.ʋə.d̪ʰuː/,स्वर्ग॔-वधू,0
368545,119849,स्वर्गवत्,a,ap----a--c,,,,/s.ˈʋəɹ.gə.ʋət̪/,स्वर्ग॔-वत्,0
368546,,स्वर्गवास,n,n-----m--a,,,,/s.ˈʋəɹ.gə.ʋɑː.sə/,स्वर्ग॔-वास,0
368548,,स्वर्गयोनि,n,n-----f--i,,,,/s.ˈʋəɹ.gə.joː.ni/,स्वर्ग॔-योनि,0
368549,,स्वर्गयाण,a,ap----a--a,,ap----f--ī=>ी,,/s.ˈʋəɹ.gə.jɑː.ɳə/,स्वर्ग॔-याण,0
368550,,स्वर्गयाण,n,n-----n--a,,,,/s.ˈʋəɹ.gə.jɑː.ɳə/,स्वर्ग॔-याण,0
368551,,स्वर्गश्री,n,n-----f--ī,,,,/sʋəɹgəɕɹiː/,स्वर्ग॔-श्री,0
368552,119785,स्वर्गङ्गा,n,n-----f--ā,,,,/s.ˈʋəɹ.gəŋ.gɑː/,स्व॔र्-गङ्गा,0
368553,119870,स्वर्गेप्सु,a,ap----a--u,,,,/s.ˈʋəɹ.geːp.su/,स्वर्गेप्सु,0
368554,119873,स्वर्गिगिरि,n,n-----m--i,,,,/s.ˈʋəɹ.gi.gi.ɹi/,स्वर्गि-गिरि,0
368555,121724,स्वर्गिन्,a,ap----a--n,,,,/s.ˈʋəɹ.gin/,स्वर्गिन्,0
368556,121725,स्वर्गिन्,n,n-----m--n,,,,/s.ˈʋəɹ.gin/,स्वर्गिन्,0
368557,119787,स्वर्गिरि,n,n-----m--i,,,,/s.ˈʋəɹ.gi.ɹi/,स्व॔र्-गिरि,0
368558,119875,स्वर्गिस्त्री,n,n-----f--ī,,,,/s.ˈʋəɹ.ˈgis.t̪ɹiː/,स्वर्गि-स्त्री,0
368559,119874,स्वर्गिवधू,n,n-----f--ū,,,,/s.ˈʋəɹ.gi.ʋə.d̪ʰuː/,स्वर्गि-वधू,0
368560,119871,स्वर्गोपग,a,ap----a--a,,,,/s.ˈʋəɹ.goː.pə.gə/,स्वर्गोपग,0
368562,121728,स्वर्ग्य,n,n-----n--a,,,,/s.ˈʋəɹ.gjə/,स्वर्ग्य॔,0
368563,,स्वर्गाभिकाम,a,ap----a--a,,,,/s.ˈʋəɹ.gɑː.bʱi.kɑː.mə/,स्वर्गाभिकाम,0
368564,119865,स्वर्गापगा,n,n-----f--ā,,,,/s.ˈʋəɹ.gɑː.pə.gɑː/,स्वर्गापगा,0
368565,,स्वर्गापवर्ग,n,n-----m--a,,,,/s.ˈʋəɹ.gɑː.pə.ˈʋəɹ.gə/,स्वर्गापवर्ग,0
368566,,स्वर्गार्गल,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=स्वर्गार्गल",/s.ˈʋəɹ.gɑːɹ.gə.lə/,स्वर्गार्गल,0
368567,121722,स्वर्गारोहण,n,n-----n--a,,,,/s.ˈʋəɹ.gɑː.ɹoː.ɦə.ɳə/,स्वर्गारोहण,0
368568,,स्वर्गारोहणपर्वन्,n,n-----n--n,,,,/s.ˈʋəɹ.gɑː.ɹoː.ɦə.ɳə.ˈpəɹ.ʋən/,स्वर्गारोहण-पर्वन्,0
368569,,स्वर्गारोहणिक,a,ap----a--a,,,,/s.ˈʋəɹ.gɑː.ɹoː.ɦə.ɳi.kə/,स्वर्गारोहणिक,0
368570,,स्वर्गार्थम्,r,rp--------,,,,/s.ˈʋəɹ.gɑːɹ.t̪ʰəm/,स्वर्गार्थम्,0
368571,,स्वर्गारूढ,a,ap----a--a,,,,/s.ˈʋəɹ.gɑː.ɹuː.ɖʰə/,स्वर्गारूढ,0
368572,119869,स्वर्गावास,n,n-----m--a,,,,/s.ˈʋəɹ.gɑː.ʋɑː.sə/,स्वर्गावास,0
368573,121726,स्वर्गीय,a,ap----a--a,,,,/s.ˈʋəɹ.giː.jə/,स्वर्गीय,0
368574,119984,स्वर्हत्,a,ap----a--c,,,,/s.ˈʋəɹ.ɦət̪/,स्व्-अर्हत्,0
368575,119983,स्वर्हण,n,n-----n--a,,,,/s.ˈʋəɹ.ɦə.ɳə/,स्व्-अर्हण,0
368576,120562,स्वरि,a,ap----a--i,,,,/s.ʋə.ɹi/,स्वरि॔,0
368577,121843,स्वरित,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=स्वरित",/s.ʋə.ɹi.t̪ə/,स्वरित,0
368578,121842,स्वरित,a,ap----a--a,,,,/s.ʋə.ɹi.t̪ə/,स्वरित,0
368579,120563,स्वरितत्व,n,n-----n--a,,,,/s.ʋə.ɹi.ˈt̪ət̪.ʋə/,स्वरित-त्व,0
368581,120564,स्वरितवत्,a,ap----a--c,,,,/s.ʋə.ɹi.t̪ə.ʋət̪/,स्वरित-वत्,0
368582,120565,स्वरितवाक्यपद्धति,n,n-----f--i,,,,/s.ʋə.ɹi.t̪ə.ʋɑːk.jə.ˈpəd̪.d̪ʰə.t̪i/,स्वरित-वाक्य-पद्धति,0
368583,121729,स्वरित्र,a,ap----a--a,,ap----f--ā=>ा,,/s.ʋə.ˈɹit̪.ɹə/,स्व्-अरित्र॔,0
368584,120566,स्वरितृ,a,ap----a--r,,,,/s.ʋə.ɹi.t̪ɹ̩/,स्व॔रितृ,0
368585,119784,स्वरिङ्गण,n,n-----m--a,,,,/s.ʋə.ɹiŋ.gə.ɳə/,स्व॔र्-इङ्गण,0
368586,119790,स्वर्जेष,n,n-----m--a,,,,/s.ˈʋəɹ.d͡ʑeː.ʂə/,स्व॔र्-जेष॔,0
368587,119889,स्वर्जि,n,n-----f--i,,,,/s.ˈʋəɹ.d͡ʑi/,स्वर्जि,0
368588,119891,स्वर्जिक,n,n-----m--a,,,,/s.ˈʋəɹ.d͡ʑi.kə/,स्वर्जिक,0
368589,119892,स्वर्जिका,n,n-----f--ā,,,,/s.ˈʋəɹ.d͡ʑi.kɑː/,स्वर्जिका,0
368590,207419,स्वर्जिकाक्षार,n,n-----m--a,,,,/s.ˈʋəɹ.d͡ʑi.kɑːk.ʂɑː.ɹə/,स्वर्जिकाक्षार,0
368591,119890,स्वर्जिक्षार,n,n-----m--a,,,,/s.ˈʋəɹ.ˈd͡ʑik.ʂɑː.ɹə/,स्वर्जि-क्षार,0
368592,,स्वर्जिन्,n,n-----m--n,,,,/s.ˈʋəɹ.d͡ʑin/,स्वर्जिन्,0
368593,121698,स्वर्जित्,n,n-----m--c,,,,/s.ˈʋəɹ.d͡ʑit̪/,स्व॔र्-जि॔त्,0
368595,121697,स्वर्जित्,a,ap----a--c,,,,/s.ˈʋəɹ.d͡ʑit̪/,स्व॔र्-जि॔त्,0
368596,,स्वर्ज्योतिर्निधन,a,ap----a--a,,,,/s.ˈʋəɹ.d͡ʑjoː.ˈt̪iɹ.ni.d̪ʰə.nə/,स्व^र्-ज्योतिर्-निधन,0
368597,,स्वर्ज्योतिर्निधन,n,n-----n--a,,,,/s.ˈʋəɹ.d͡ʑjoː.ˈt̪iɹ.ni.d̪ʰə.nə/,स्व^र्-ज्योतिर्-निधन,0
368598,,स्वर्ज्योतिस्,a,ap----a-si,,,,/s.ˈʋəɹ.d͡ʑjoː.t̪is/,स्व^र्-ज्योतिस्,0
368599,121700,स्वर्ज्योतिस्,n,n-----n-si,,,,/s.ˈʋəɹ.d͡ʑjoː.t̪is/,स्व^र्-ज्योतिस्,0
368600,119885,स्वर्क,a,ap----a--a,,,,/s.ˈʋəɹ.kə/,स्व्-अर्क॔,0
368601,121710,स्वर्लोक,n,n-----m--a,,,,/s.ˈʋəɹ.loː.kə/,स्व॔र्-लोक,0
368603,,स्वर्लोकता,n,n-----f--ā,,,,/s.ˈʋəɹ.loː.kə.t̪ɑː/,स्व॔र्-लोक-ता,0
368604,119809,स्वर्मध्य,n,n-----n--a,,,,/s.ˈʋəɹ.ˈməd̪ʰ.jə/,स्व॔र्-मध्य,0
368605,119808,स्वर्मणि,n,n-----m--i,,,,/s.ˈʋəɹ.mə.ɳi/,स्व॔र्-मणि,0
368606,,स्वर्मी|अ,a,ap----a--a,,,,/s.ˈʋəɹ.miː.|ə/,स्व॔र्-मी|अ,0
368607,,स्वर्मी|अ,n,n-----n--a,,,,/s.ˈʋəɹ.miː.|ə/,स्व॔र्-मी|अ,0
368608,,स्वर्नदी,n,n-----f--ī,,,,/s.ˈʋəɹ.nə.d̪iː/,स्व॔र्-नदी,0
368609,121704,स्वर्नगरी,n,n-----f--ī,,,,/s.ˈʋəɹ.nə.gə.ɹiː/,स्व॔र्-नगरी,0
368610,,स्वर्नगरीकृत,a,ap----a--a,,,,/s.ˈʋəɹ.nə.gə.ɹiː.kɹ̩.t̪ə/,स्व॔र्-नगरी-कृत,0
368611,119804,स्वर्नयन,a,ap----a--a,,,,/s.ˈʋəɹ.nə.jə.nə/,स्व॔र्-नयन,0
368612,119359,स्वरोचस्,a,ap----a-sa,,,,/s.ʋə.ɹoː.t͡ɕəs/,स्व॔-रोचस्,0
368613,119360,स्वरोचि,n,n-----f--i,,,,/s.ʋə.ɹoː.t͡ɕi/,स्व॔-रोचि,0
368614,,स्वरोचिस्,n,n-----n-si,,,,/s.ʋə.ɹoː.t͡ɕis/,स्व॔-रोचिस्,0
368615,120207,स्वरोचिस्,n,n-----m-si,,,,/s.ʋə.ɹoː.t͡ɕis/,स्व॔-रोचिस्,0
368616,,स्वरोचिस्,a,ap----a-si,,,,/s.ʋə.ɹoː.t͡ɕis/,स्व॔-रोचिस्,0
368618,121840,स्वरोदय,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=स्वरोदय",/s.ʋə.ɹoː.d̪ə.jə/,स्वरोदय,0
368619,,स्वरोदय,a,ap----a--a,,,,/s.ʋə.ɹoː.d̪ə.jə/,स्वरोदय,0
368620,,स्वरोदयविचार,n,n-----m--a,,,,/s.ʋə.ɹoː.d̪ə.jə.ʋi.t͡ɕɑː.ɹə/,स्वरोदय-विचार,0
368621,,स्वरोदययुद्धनिर्णय,n,n-----m--a,,,,/s.ʋə.ɹoː.d̪ə.jə.ˈjud̪.d̪ʰə.ˈniɹ.ɳə.jə/,स्वरोदय-युद्ध-निर्णय,0
368622,120560,स्वरोपध,a,ap----a--a,,,,/s.ʋə.ɹoː.pə.d̪ʰə/,स्वरोपध,0
368623,121841,स्वरोपघात,n,n-----m--a,,,,/s.ʋə.ɹoː.pə.gʰɑː.t̪ə/,स्वरोपघात,0
368624,,स्वरोपघातिन्,a,ap----a--n,,,,/s.ʋə.ɹoː.pə.gʰɑː.t̪in/,स्वरोपघातिन्,0
368625,,स्वर्पति,a,ap----a--i,,,,/s.ˈʋəɹ.pə.t̪i/,स्व^र्-पति,0
368626,,स्वर्त्,v,v----a----,,,,/s.ʋəɹt̪/,स्वर्त्,0
368627,119980,स्वर्थ,a,ap----a--a,,ap----f--ā=>ा,,/s.ˈʋəɹ.t̪ʰə/,स्व्-अ॔र्थ,0
368628,119881,स्वरु,n,n-----m--u,,,,/s.ʋə.ɹu/,स्व॔रु,0
368629,,स्वरुचि,n,n-----f--i,,,,/s.ʋə.ɹu.t͡ɕi/,स्व॔-रुचि,0
368630,120198,स्वरुचि,a,ap----a--i,,,,/s.ʋə.ɹu.t͡ɕi/,स्व॔-रुचि,0
368631,,स्वरुच्या,r,rp--------,,,,/s.ʋə.ˈɹut͡ɕ.jɑː/,स्व॔-रुच्या,0
368632,119357,स्वरुह्,a,ap----a--c,,,,/s.ʋə.ɹuɦ/,स्व॔-रुह्,0
368633,119882,स्वरुमोचन,n,n-----m--a,,,,/s.ʋə.ɹu.moː.t͡ɕə.nə/,स्व॔रु-मोचन,0
368634,119883,स्वरुस्,n,n-----m-su,,,,/s.ʋə.ɹus/,स्वरुस्,0
368635,,स्वर्वधू,n,n-----f--ū,,,,/s.ˈʋəɹ.ʋə.d̪ʰuː/,स्व॔र्-वधू,0
368636,119821,स्वर्वैद्य,n,n-----m--a,,,,/s.ˈʋəɹ.ʋɑːi.d̪jə/,स्व॔र्-वैद्य,0
368637,,स्वर्वन्निधन,a,ap----a--a,,,,/s.ˈʋəɹ.ʋən.ni.d̪ʰə.nə/,स्व॔र्-वन्-निधन,0
368638,121711,स्वर्वत्,a,ap----a--c,,,,/s.ˈʋəɹ.ʋət̪/,स्व॔र्-वत्,0
368639,,स्वर्वत्,n,n-----m--c,,,,/s.ˈʋəɹ.ʋət̪/,स्व्-अर्वत्,0
368640,119820,स्वर्वेश्या,n,n-----f--ā,,,,/sʋəɹʋeːɕjɑː/,स्व॔र्-वेश्या,0
368641,119818,स्वर्विद्,a,ap----a--c,,,,/s.ˈʋəɹ.ʋid̪/,स्व॔र्-वि॔द्,0
368642,,स्वर्वाहिनी,n,n-----f--ī,,,,/s.ˈʋəɹ.ʋɑː.ɦi.niː/,स्व॔र्-वाहिनी,0
368643,119816,स्वर्वापी,n,n-----f--ī,,,,/s.ˈʋəɹ.ʋɑː.piː/,स्व॔र्-वापी,0
368644,119819,स्वर्वीथि,n,n-----f--i,,,,/s.ˈʋəɹ.ʋiː.t̪ʰi/,स्व॔र्-वीथि,0
368645,,स्वर्य,n,n-----n--a,,,n-----f--ā=स्वर्यआ n-----f--ī=स्वर्यई,/s.ˈʋəɹ.jə/,स्वर्य॔,0
368646,120567,स्वर्यस्,n,n-----n-sa,,,,/s.ˈʋəɹ.jəs/,स्वर्यस्,0
368647,,स्वर्यशस्,n,n-----n-sa,,,,/s.ˈʋəɹ.jə.ɕəs/,स्व॔र्-यशस्,0
368648,119814,स्वर्योषित्,n,n-----f--c,,,,/s.ˈʋəɹ.joː.ʂit̪/,स्व॔र्-योषित्,0
368649,119876,स्वर्यु,a,ap----a--u,,,,/s.ˈʋəɹ.ju/,स्वर्यु॔,0
368650,119813,स्वर्यान,n,n-----n--a,,,,/s.ˈʋəɹ.jɑː.nə/,स्व॔र्-यान,0
368651,119811,स्वर्यात,a,ap----a--a,,,,/s.ˈʋəɹ.jɑː.t̪ə/,स्व॔र्-यात,0
368652,119812,स्वर्यातृ,a,ap----a--r,,,,/s.ˈʋəɹ.jɑː.t̪ɹ̩/,स्व॔र्-यातृ,0
368653,121825,स्वरा,n,n-----f--ā,,,,/s.ʋə.ɹɑː/,स्वरा,0
368654,120191,स्वराज्,n,n-----m--c,,,,/s.ʋə.ɹɑːd͡ʑ/,स्व॔-रा॔ज्,0
368655,120190,स्वराज्,a,ap----a--c,,,,/s.ʋə.ɹɑːd͡ʑ/,स्व॔-रा॔ज्,0
368658,120192,स्वराज्,n,n-----f--c,,,,/s.ʋə.ɹɑːd͡ʑ/,स्व॔-रा॔ज्,0
368663,120193,स्वराजन्,a,ap----a--n,,ap----f--ī=>ज्ञी,,/s.ʋə.ɹɑː.d͡ʑən/,स्व॔-रा॔जन्,0
368664,119356,स्वराज्य,n,n-----n--a,,,,/s.ʋə.ɹɑːd͡ʑ.jə/,स्व॔-रा॔ज्य,0
368665,119783,स्वरालु,n,n-----m--u,,,,/s.ʋə.ɹɑː.lu/,स्व॔र्-आलु,0
368666,120559,स्वरान्त,a,ap----a--a,,,,/s.ʋə.ɹɑːn.t̪ə/,स्वरान्त,0
368667,121837,स्वरान्तर,n,n-----n--a,,,,/s.ʋə.ɹɑːn.t̪ə.ɹə/,स्वरान्तर,0
368668,,स्वरान्तरे,r,rp--------,,,,/s.ʋə.ɹɑːn.t̪ə.ɹeː/,स्वरान्तरे,0
368669,,स्वरापगा,n,n-----f--ā,,,,/s.ʋə.ɹɑː.pə.gɑː/,स्व॔र्-आपगा,0
368670,119782,स्वरारूढ,a,ap----a--a,,,,/s.ʋə.ɹɑː.ɹuː.ɖʰə/,स्व॔र्-आरूढ,0
368671,121838,स्वरार्णव,n,n-----m--a,,,,/s.ʋə.ɹɑːɹ.ɳə.ʋə/,स्वरार्णव,0
